"record_code","tag_code_or_release_id","brood_year","hatchery_location_name","cwt_1st_mark_count","cwt_2nd_mark_count","non_cwt_1st_mark_count","non_cwt_2nd_mark_count","Total_Released","Phi"
"T","66227",1983,"FEATHER R HATCHERY",62604,0,3996,0,66600,0.94
"T","66250",1987,"FEATHER R HATCHERY",99827,0,6146,0,105973,0.942004095382786
"T","B61402",1987,"FEATHER R HATCHERY",51388,0,2374,0,53762,0.955842416576764
"T","66256",1986,"FEATHER R HATCHERY",49083,0,2258,0,51341,0.956019555520929
"T","66241",1984,"FEATHER R HATCHERY",20551,0,2596,0,23147,0.887847237222966
"T","601061006",1999,"FEATHER R HATCHERY",26436,0,1101,0,27537,0.960017431092712
"T","601060404",1998,"FEATHER R HATCHERY",50864,0,1845,0,52709,0.96499649016297
"T","66223",1982,"FEATHER R HATCHERY",92693,0,7407,0,100100,0.926003996003996
"T","501020809",1999,"FEATHER R HATCHERY",26837,0,135,0,26972,0.994994809432004
"T","601140109",1989,"FEATHER R HATCHERY",52962,0,645,0,53607,0.987967989255135
"T","601060113",1995,"FEATHER R HATCHERY",50041,0,1028,0,51069,0.979870371458223
"T","601060208",1996,"FEATHER R HATCHERY",25049,0,2477,0,27526,0.910012351958149
"T","601110109",1988,"FEATHER R HATCHERY",27525,0,536,0,28061,0.980898756280959
"T","601140206",1990,"FEATHER R HATCHERY",52139,0,1725,0,53864,0.967974899747512
"T","601110111",1988,"FEATHER R HATCHERY",27758,0,281,0,28039,0.989978244587895
"T","63128",1990,"FEATHER R HATCHERY",49184,0,2076,0,51260,0.959500585251658
"T","601060109",1995,"FEATHER R HATCHERY",50820,0,516,0,51336,0.989948574100047
"T","601140408",1993,"FEATHER R HATCHERY",53810,0,1898,0,55708,0.965929489480865
"T","601060910",1998,"FEATHER R HATCHERY",51202,0,309,0,51511,0.994001281279727
"T","601060513",1997,"FEATHER R HATCHERY",37791,0,1169,0,38960,0.969994866529774
"T","62657",1999,"FEATHER R HATCHERY",103165,0,1571,0,104736,0.985000381912618
"T","601061105",1999,"FEATHER R HATCHERY",101115,0,3127,0,104242,0.970002494196197
"T","65858",1984,"FEATHER R HATCHERY",24305,0,1252,0,25557,0.951011464569394
"T","65822",1980,"FEATHER R HATCHERY",39871,0,4529,0,44400,0.897995495495496
"T","65834",1981,"FEATHER R HATCHERY",50989,0,411,0,51400,0.992003891050584
"T","65856",1984,"FEATHER R HATCHERY",22441,0,2600,0,25041,0.896170280739587
"T","65824",1980,"FEATHER R HATCHERY",45203,0,5294,0,50497,0.895162088836961
"T","65847",1983,"FEATHER R HATCHERY",40185,0,2565,0,42750,0.94
"T","65844",1982,"FEATHER R HATCHERY",39800,0,2904,0,42704,0.931997002622705
"T","66207",1979,"FEATHER R HATCHERY",88335,0,2920,0,91255,0.968001753328585
"T","66213",1980,"FEATHER R HATCHERY",97438,0,5562,0,103000,0.946
"T","65827",1980,"FEATHER R HATCHERY",30469,0,1047066,5195,1082730,0.0281409030875657
"T","65819",1979,"FEATHER R HATCHERY",42079,0,1006712,1212,1050003,0.040075123594885
"T","65833",1981,"FEATHER R HATCHERY",23876,0,1284,0,25160,0.948966613672496
"T","66204",1978,"FEATHER R HATCHERY",181028,0,36206,0,217234,0.833331798889677
"T","66216",1980,"FEATHER R HATCHERY",81393,0,8207,0,89600,0.908404017857143
"T","601060102",1993,"FEATHER R HATCHERY",100377,0,5657,0,106034,0.946649187996303
"T","601060101",1993,"FEATHER R HATCHERY",103558,0,2666,0,106224,0.974902093688809
"T","66201",1977,"FEATHER R HATCHERY",178998,0,11997,0,190995,0.937186837351763
"T","60103",1973,"FEATHER R HATCHERY",155086,0,21148,0,176234,0.880000453941918
"T","60302",1975,"FEATHER R HATCHERY",91887,0,4836,0,96723,0.950001550820384
"T","60102",1972,"FEATHER R HATCHERY",176523,0,24071,0,200594,0.880001395854313
"T","60101",1972,"FEATHER R HATCHERY",197792,0,26972,0,224764,0.879998576284458
"T","60105",1974,"FEATHER R HATCHERY",93675,0,8146,0,101821,0.919996857229844
"T","501020802",1998,"FEATHER R HATCHERY",27393,0,138,0,27531,0.994987468671679
"T","601140302",1991,"FEATHER R HATCHERY",52374,0,839,0,53213,0.984233176103584
"T","601061110",1999,"FEATHER R HATCHERY",19665,0,179,0,19844,0.990979641201371
"T","601140402",1993,"FEATHER R HATCHERY",51485,0,1925,0,53410,0.963958060288336
"T","601140310",1992,"FEATHER R HATCHERY",52857,0,2267,0,55124,0.958874537406574
"T","601061109",1999,"FEATHER R HATCHERY",19471,0,177,0,19648,0.990991449511401
"T","601140210",1991,"FEATHER R HATCHERY",51846,0,1341,0,53187,0.974787072028879
"T","601140407",1993,"FEATHER R HATCHERY",50235,0,2903,0,53138,0.945368662727239
"T","501020713",1998,"FEATHER R HATCHERY",26248,0,244,0,26492,0.990789672353918
"T","63136",1992,"FEATHER R HATCHERY",51560,0,2611,0,54171,0.951800779014602
"T","63130",1991,"FEATHER R HATCHERY",51914,0,1244,0,53158,0.976598066142443
"T","501020712",1998,"FEATHER R HATCHERY",26330,0,266,0,26596,0.989998496014438
"T","501020801",1998,"FEATHER R HATCHERY",22577,0,113,0,22690,0.995019832525342
"T","501020803",1999,"FEATHER R HATCHERY",24571,0,476,0,25047,0.980995728031301
"T","501020804",1999,"FEATHER R HATCHERY",25253,0,489,0,25742,0.981003807008002
"T","601060908",1998,"FEATHER R HATCHERY",50989,0,0,0,50989,1
"T","601060514",1997,"FEATHER R HATCHERY",38116,0,1179,0,39295,0.969996182720448
"T","601060907",1998,"FEATHER R HATCHERY",53987,0,0,0,53987,1
"T","601060909",1998,"FEATHER R HATCHERY",50804,0,307,0,51111,0.993993465203185
"T","65841",1982,"FEATHER R HATCHERY",39737,0,2313,0,42050,0.94499405469679
"T","H60401",1982,"FEATHER R HATCHERY",47367,0,2811,0,50178,0.943979433217745
"T","501020709",1998,"FEATHER R HATCHERY",25649,0,391,0,26040,0.984984639016897
"T","601061004",1999,"FEATHER R HATCHERY",24059,0,592,0,24651,0.975984747069084
"T","501020711",1998,"FEATHER R HATCHERY",24721,0,376,0,25097,0.985018129656931
"T","501020710",1998,"FEATHER R HATCHERY",27943,0,426,0,28369,0.984983608868836
"T","601060913",1999,"FEATHER R HATCHERY",25459,0,653,0,26112,0.974992340686274
"T","601060511",1997,"FEATHER R HATCHERY",21312,0,520,0,21832,0.976181751557347
"T","501020708",1998,"FEATHER R HATCHERY",25414,0,387,0,25801,0.985000581372815
"T","H60305",1982,"FEATHER R HATCHERY",45960,0,4270,0,50230,0.914991041210432
"T","601140205",1990,"FEATHER R HATCHERY",47289,0,7118,0,54407,0.869171246346977
"T","63127",1990,"FEATHER R HATCHERY",45706,0,6078,0,51784,0.882627838714661
"T","601060912",1999,"FEATHER R HATCHERY",27514,0,705,0,28219,0.975016832630497
"T","601060512",1997,"FEATHER R HATCHERY",22856,0,558,0,23414,0.976168104552832
"T","601061003",1999,"FEATHER R HATCHERY",26302,0,647,0,26949,0.975991688003265
"T","601140113",1989,"FEATHER R HATCHERY",52074,0,1932,0,54006,0.964226197089212
"T","601140306",1992,"FEATHER R HATCHERY",50016,0,3483,0,53499,0.9348959793641
"T","63148",1994,"FEATHER R HATCHERY",51422,0,1920,0,53342,0.964005849049529
"T","601060302",1996,"FEATHER R HATCHERY",23701,0,3083,0,26784,0.884893966547192
"T","601140504",1994,"FEATHER R HATCHERY",51702,0,1742,0,53444,0.967405134346232
"T","601140501",1994,"FEATHER R HATCHERY",50849,0,1037,0,51886,0.980013876575569
"T","63135",1992,"FEATHER R HATCHERY",51937,0,792,0,52729,0.984979802385784
"T","601140112",1989,"FEATHER R HATCHERY",51521,0,2813,0,54334,0.948227629108845
"T","63134",1991,"FEATHER R HATCHERY",52931,0,1105,0,54036,0.979550669923755
"T","601060303",1996,"FEATHER R HATCHERY",25073,0,3261,0,28334,0.884908590386109
"T","63138",1992,"FEATHER R HATCHERY",52616,0,1741,0,54357,0.967971006494104
"T","601060114",1995,"FEATHER R HATCHERY",49024,0,2596,0,51620,0.949709414955444
"T","601140404",1993,"FEATHER R HATCHERY",50726,0,4722,0,55448,0.914839128552878
"T","601060115",1995,"FEATHER R HATCHERY",51718,0,1062,0,52780,0.979878741947707
"T","63132",1991,"FEATHER R HATCHERY",48455,0,3709,0,52164,0.92889732382486
"T","601060205",1995,"FEATHER R HATCHERY",49194,0,2550,0,51744,0.95071892393321
"T","63150",1994,"FEATHER R HATCHERY",52297,0,422,0,52719,0.991995295813654
"T","601140105",1989,"FEATHER R HATCHERY",53313,0,1232,0,54545,0.977413145109543
"T","601140106",1989,"FEATHER R HATCHERY",52954,0,687,0,53641,0.987192632501258
"T","63151",1994,"FEATHER R HATCHERY",50265,0,2424,0,52689,0.953994192336161
"T","601140215",1991,"FEATHER R HATCHERY",49948,0,1882,0,51830,0.963688983214355
"T","63143",1993,"FEATHER R HATCHERY",53880,0,657,0,54537,0.987953132735574
"T","601140304",1991,"FEATHER R HATCHERY",51445,0,1183,0,52628,0.977521471460059
"T","63141",1993,"FEATHER R HATCHERY",51632,0,1489,0,53121,0.971969654185727
"T","63131",1991,"FEATHER R HATCHERY",51262,0,3101,0,54363,0.942957526258669
"T","601140214",1991,"FEATHER R HATCHERY",53754,0,1890,0,55644,0.966034073754583
"T","601140315",1993,"FEATHER R HATCHERY",51084,0,2581,0,53665,0.951905338675114
"T","601140212",1991,"FEATHER R HATCHERY",54073,0,17458,1267,72798,0.742781395093272
"T","601140213",1991,"FEATHER R HATCHERY",53030,0,1057,0,54087,0.980457411207869
"T","601060201",1995,"FEATHER R HATCHERY",50462,0,2108,0,52570,0.959901084268594
"T","601140414",1994,"FEATHER R HATCHERY",50120,0,1391,0,51511,0.972996059094174
"T","63133",1992,"FEATHER R HATCHERY",52454,0,1426,0,53880,0.973533778767632
"T","601140303",1991,"FEATHER R HATCHERY",53294,0,703,0,53997,0.98698075819027
"T","601140312",1992,"FEATHER R HATCHERY",55742,0,908,0,56650,0.983971756398941
"T","65862",1984,"FEATHER R HATCHERY",23874,0,34100,1204,59178,0.403426949204096
"T","65845",1982,"FEATHER R HATCHERY",45980,0,2016,0,47996,0.957996499708309
"T","65825",1980,"FEATHER R HATCHERY",43103,0,4473,0,47576,0.905982007734992
"T","65835",1981,"FEATHER R HATCHERY",24902,0,100,0,25002,0.996000319974402
"T","65857",1984,"FEATHER R HATCHERY",24349,0,1380,0,25729,0.946364025030122
"T","65838",1982,"FEATHER R HATCHERY",47480,0,1118,0,48598,0.976994938063295
"T","65817",1979,"FEATHER R HATCHERY",77700,0,15538,0,93238,0.833351208734636
"T","63125",1990,"FEATHER R HATCHERY",49393,0,2615,0,52008,0.949719273957853
"T","601140202",1990,"FEATHER R HATCHERY",48213,0,6271,0,54484,0.884901989574921
"T","63126",1990,"FEATHER R HATCHERY",50427,0,3816,0,54243,0.929649908743985
"T","601140201",1990,"FEATHER R HATCHERY",51128,0,2377,0,53505,0.955574245397626
"T","601060615",1997,"FEATHER R HATCHERY",40687,0,538,0,41225,0.986949666464524
"T","601060614",1997,"FEATHER R HATCHERY",42987,0,538,0,43525,0.987639287765652
"T","62635",1998,"FEATHER R HATCHERY",50883,0,1038,0,51921,0.980008089212457
"T","62531",1994,"FEATHER R HATCHERY",55498,0,845,0,56343,0.985002573522887
"T","601140415",1994,"FEATHER R HATCHERY",57593,0,1279,0,58872,0.978274901481179
"T","62631",1998,"FEATHER R HATCHERY",50877,0,1038,0,51915,0.980005778676683
"T","62530",1994,"FEATHER R HATCHERY",54906,0,836,0,55742,0.985002332173227
"T","601141104",1992,"FEATHER R HATCHERY",25899,0,530,0,26429,0.979946271141549
"T","601140203",1990,"FEATHER R HATCHERY",48255,0,7419,0,55674,0.86674210583037
"T","65839",1982,"FEATHER R HATCHERY",47280,0,2021,0,49301,0.959006916695402
"T","65859",1984,"FEATHER R HATCHERY",23251,0,1940,0,25191,0.922988368861895
"T","65831",1981,"FEATHER R HATCHERY",46410,0,2340,0,48750,0.952
"T","65843",1982,"FEATHER R HATCHERY",37500,0,1482,0,38982,0.961982453440049
"T","65842",1982,"FEATHER R HATCHERY",41756,0,2244,0,44000,0.949
"T","65821",1980,"FEATHER R HATCHERY",41917,0,4354,0,46271,0.905902184953859
"T","65829",1981,"FEATHER R HATCHERY",27781,0,3019,0,30800,0.901980519480519
"T","65826",1980,"FEATHER R HATCHERY",43800,0,4300,0,48100,0.910602910602911
"T","65832",1981,"FEATHER R HATCHERY",44933,0,2167,0,47100,0.953991507430998
"T","62636",1998,"FEATHER R HATCHERY",50932,0,1039,0,51971,0.980008081430028
"T","601140411",1994,"FEATHER R HATCHERY",34384,0,809,0,35193,0.977012474071548
"T","62634",1998,"FEATHER R HATCHERY",50928,0,1039,0,51967,0.980006542613582
"T","62633",1998,"FEATHER R HATCHERY",51964,0,1060,0,53024,0.980009052504526
"T","62637",1998,"FEATHER R HATCHERY",49140,0,1003,0,50143,0.979997207985162
"T","601140410",1994,"FEATHER R HATCHERY",56971,0,1341,0,58312,0.977003018246673
"T","62638",1998,"FEATHER R HATCHERY",50827,0,1037,0,51864,0.980005398735153
"T","62533",1994,"FEATHER R HATCHERY",32219,0,491,0,32710,0.984989299908285
"T","62532",1994,"FEATHER R HATCHERY",56162,0,856,0,57018,0.984987197025501
"T","601140409",1994,"FEATHER R HATCHERY",56647,0,1334,0,57981,0.97699246304824
"T","62632",1998,"FEATHER R HATCHERY",50893,0,1039,0,51932,0.979993067857968
"T","63137",1992,"FEATHER R HATCHERY",49699,0,2792,0,52491,0.946809929321217
"T","66263",1987,"FEATHER R HATCHERY",53961,0,436,0,54397,0.991984852105815
"T","601140102",1988,"FEATHER R HATCHERY",51134,0,1531,0,52665,0.970929459793031
"T","63103",1987,"FEATHER R HATCHERY",53942,0,217,0,54159,0.995993279048727
"T","66229",1983,"FEATHER R HATCHERY",44818,0,1197,0,46015,0.973986743453222
"T","63122",1989,"FEATHER R HATCHERY",50837,0,1861,0,52698,0.96468556681468
"T","63129",1991,"FEATHER R HATCHERY",53099,0,596,0,53695,0.988900270043766
"T","65837",1982,"FEATHER R HATCHERY",34600,0,1404,0,36004,0.961004332851905
"T","65830",1981,"FEATHER R HATCHERY",26291,0,1384,0,27675,0.949990966576332
"T","65823",1980,"FEATHER R HATCHERY",8864,0,586,0,9450,0.937989417989418
"T","601141103",1992,"FEATHER R HATCHERY",28056,0,574,0,28630,0.979951100244499
"T","66214",1980,"FEATHER R HATCHERY",71932,0,3468,0,75400,0.954005305039788
"T","601140204",1990,"FEATHER R HATCHERY",47347,0,7609,0,54956,0.861543780478929
"T","501020707",1998,"FEATHER R HATCHERY",25633,0,338,0,25971,0.986985483808864
"T","601060508",1997,"FEATHER R HATCHERY",21556,0,133,0,21689,0.993867859283508
"T","601060509",1997,"FEATHER R HATCHERY",17830,0,110,0,17940,0.99386845039019
"T","66221",1981,"FEATHER R HATCHERY",60822,0,8928,0,69750,0.872
"T","66202",1977,"FEATHER R HATCHERY",162253,0,20069,0,182322,0.889925516394072
"T","66208",1979,"FEATHER R HATCHERY",98586,0,3894,0,102480,0.962002341920375
"T","66205",1978,"FEATHER R HATCHERY",160151,0,32030,0,192181,0.833334200571336
"T","66217",1980,"FEATHER R HATCHERY",68318,0,11182,0,79500,0.859345911949686
"T","66211",1979,"FEATHER R HATCHERY",84643,0,5307,0,89950,0.941000555864369
"T","66220",1981,"FEATHER R HATCHERY",85885,0,13865,0,99750,0.861002506265664
"T","62929",1994,"FEATHER R HATCHERY",50596,0,1944,0,52540,0.962999619337648
"T","H60307",1982,"FEATHER R HATCHERY",48580,0,3322,0,51902,0.935994759354167
"T","66226",1982,"FEATHER R HATCHERY",89500,0,10500,0,1e+05,0.895
"T","H60306",1982,"FEATHER R HATCHERY",47677,0,3098,0,50775,0.938985721319547
"T","63140",1992,"FEATHER R HATCHERY",50116,0,2981,0,53097,0.943857468406878
"T","601060106",1994,"FEATHER R HATCHERY",51631,0,1215,0,52846,0.977008666691897
"T","601140604",1995,"FEATHER R HATCHERY",50371,0,1030,0,51401,0.979961479348651
"T","62527",1994,"FEATHER R HATCHERY",53398,0,923,0,54321,0.983008412952633
"T","62528",1994,"FEATHER R HATCHERY",53486,0,925,0,54411,0.982999761077723
"T","601060104",1994,"FEATHER R HATCHERY",54304,0,1278,0,55582,0.977006944694325
"T","601140602",1995,"FEATHER R HATCHERY",51610,0,1055,0,52665,0.979967720497484
"T","601060105",1994,"FEATHER R HATCHERY",52394,0,1233,0,53627,0.977007850523057
"T","601140601",1995,"FEATHER R HATCHERY",50890,0,1041,0,51931,0.979954169956288
"T","62526",1994,"FEATHER R HATCHERY",52249,0,904,0,53153,0.982992493368201
"T","62529",1994,"FEATHER R HATCHERY",42526,0,735,0,43261,0.983010101477081
"T","601060107",1994,"FEATHER R HATCHERY",38635,0,909,0,39544,0.97701294760267
"T","601140603",1995,"FEATHER R HATCHERY",51300,0,1049,0,52349,0.97996141282546
"T","63803",1992,"FEATHER R HATCHERY",27134,0,0,0,27134,1
"T","601060507",1997,"FEATHER R HATCHERY",21380,0,131,0,21511,0.993910092510808
"T","52417",1998,"FEATHER R HATCHERY",26174,0,399,0,26573,0.984984758965868
"T","62656",1999,"FEATHER R HATCHERY",25011,0,253,0,25264,0.989985750474984
"T","52325",1998,"FEATHER R HATCHERY",25977,0,131,0,26108,0.994982380879424
"T","52324",1998,"FEATHER R HATCHERY",25695,0,129,0,25824,0.995004646840149
"T","62654",1999,"FEATHER R HATCHERY",20613,0,208,0,20821,0.990010085970895
"T","601140503",1994,"FEATHER R HATCHERY",50292,0,1026,0,51318,0.980007015082427
"T","601060213",1996,"FEATHER R HATCHERY",25829,0,1048,0,26877,0.961007552926294
"T","601140208",1990,"FEATHER R HATCHERY",51272,0,1186,0,52458,0.977391436959091
"T","B61406",1987,"FEATHER R HATCHERY",51005,0,1585,0,52590,0.969861190340369
"T","63139",1992,"FEATHER R HATCHERY",49786,0,2031,0,51817,0.960804369222456
"T","601140207",1990,"FEATHER R HATCHERY",51392,0,2805,0,54197,0.948244367769434
"T","63110",1988,"FEATHER R HATCHERY",52612,0,532,0,53144,0.989989462592202
"T","601060209",1996,"FEATHER R HATCHERY",25152,0,1296,0,26448,0.950998185117967
"T","66261",1987,"FEATHER R HATCHERY",49245,0,4050,0,53295,0.924007880664227
"T","601060212",1996,"FEATHER R HATCHERY",25032,0,1097,0,26129,0.958015997550614
"T","B61407",1987,"FEATHER R HATCHERY",51753,0,1585,0,53338,0.970283850163111
"T","63117",1988,"FEATHER R HATCHERY",49909,0,1655,0,51564,0.967903964005896
"T","601060210",1996,"FEATHER R HATCHERY",25069,0,1291,0,26360,0.951024279210926
"T","601060214",1996,"FEATHER R HATCHERY",26315,0,1068,0,27383,0.960997699302487
"T","601060211",1996,"FEATHER R HATCHERY",25642,0,1123,0,26765,0.958042219316271
"T","601140311",1992,"FEATHER R HATCHERY",54454,0,1418,0,55872,0.974620561282932
"T","601140313",1992,"FEATHER R HATCHERY",51574,0,1712,0,53286,0.967871485943775
"T","601060411",1997,"FEATHER R HATCHERY",25708,0,1682,0,27390,0.938590726542534
"T","601060410",1997,"FEATHER R HATCHERY",25835,0,1690,0,27525,0.938601271571299
"T","601060413",1997,"FEATHER R HATCHERY",27027,0,669,0,27696,0.975844887348354
"T","601060412",1997,"FEATHER R HATCHERY",25701,0,636,0,26337,0.975851463720241
"T","63116",1988,"FEATHER R HATCHERY",49762,0,1914,0,51676,0.962961529530149
"T","63123",1989,"FEATHER R HATCHERY",49324,0,4536,0,53860,0.915781656145563
"T","63801",1992,"FEATHER R HATCHERY",99787,0,0,0,99787,1
"T","62936",1995,"FEATHER R HATCHERY",58815,0,2135,0,60950,0.964971287940935
"T","62926",1993,"FEATHER R HATCHERY",49166,0,4145,0,53311,0.922248691639624
"T","63106",1987,"FEATHER R HATCHERY",47975,0,4285,0,52260,0.918006123230004
"T","63105",1987,"FEATHER R HATCHERY",49342,0,4408,0,53750,0.917990697674419
"T","601140101",1988,"FEATHER R HATCHERY",51237,0,336,0,51573,0.993484963062067
"T","63121",1989,"FEATHER R HATCHERY",52010,0,1087,0,53097,0.979528033598885
"T","62538",1995,"FEATHER R HATCHERY",53172,0,0,0,53172,1
"T","601060510",1997,"FEATHER R HATCHERY",16498,0,102,0,16600,0.993855421686747
"T","52416",1998,"FEATHER R HATCHERY",25621,0,390,0,26011,0.98500634347007
"T","501020706",1998,"FEATHER R HATCHERY",25585,0,337,0,25922,0.986999459918216
"T","601060803",1998,"FEATHER R HATCHERY",26317,0,0,0,26317,1
"T","62653",1999,"FEATHER R HATCHERY",20926,0,211,0,21137,0.990017504849316
"T","62649",1999,"FEATHER R HATCHERY",17416,0,319,0,17735,0.982012968705949
"T","62622",1997,"FEATHER R HATCHERY",47752,0,100660,3984,152396,0.313341557521195
"T","63758",1992,"FEATHER R HATCHERY",2628,0,0,0,2628,1
"T","62621",1997,"FEATHER R HATCHERY",46221,0,100660,3856,150737,0.306633407856067
"T","63819",1994,"FEATHER R HATCHERY",59530,0,0,0,59530,1
"T","63823",1996,"FEATHER R HATCHERY",48133,0,4529,0,52662,0.913998708746345
"T","63759",1994,"FEATHER R HATCHERY",1449,0,0,0,1449,1
"T","63827",1996,"FEATHER R HATCHERY",40658,0,3826,0,44484,0.913991547522705
"T","63822",1994,"FEATHER R HATCHERY",37112,0,0,0,37112,1
"T","63829",1996,"FEATHER R HATCHERY",42687,0,4017,0,46704,0.913990236382323
"T","62619",1997,"FEATHER R HATCHERY",47095,0,100660,3929,151684,0.310480999973629
"T","63802",1992,"FEATHER R HATCHERY",13543,0,0,0,13543,1
"T","63818",1993,"FEATHER R HATCHERY",43901,0,0,0,43901,1
"T","63650",1994,"FEATHER R HATCHERY",11018,0,0,0,11018,1
"T","63718",1994,"FEATHER R HATCHERY",5715,0,0,0,5715,1
"T","62552",1995,"FEATHER R HATCHERY",54092,0,0,0,54092,1
"T","62551",1997,"FEATHER R HATCHERY",46710,0,3897,0,50607,0.922994842610706
"T","601060515",1997,"FEATHER R HATCHERY",12730,0,1062,0,13792,0.922998839907193
"T","501020714",1998,"FEATHER R HATCHERY",25873,0,130,0,26003,0.995000576856517
"T","63101",1987,"FEATHER R HATCHERY",52741,0,1583,0,54324,0.970860025034975
"T","601140211",1991,"FEATHER R HATCHERY",53630,0,696,0,54326,0.987188454883481
"T","64209",1983,"FEATHER R HATCHERY",15180,0,405,0,15585,0.974013474494706
"T","52415",1998,"FEATHER R HATCHERY",25814,0,130,0,25944,0.994989207523898
"T","63120",1989,"FEATHER R HATCHERY",51878,0,1090,0,52968,0.979421537532095
"T","63112",1988,"FEATHER R HATCHERY",51046,0,831,0,51877,0.983981340478439
"T","66235",1984,"FEATHER R HATCHERY",107161,0,985,0,108146,0.990891942374198
"T","63107",1988,"FEATHER R HATCHERY",50601,0,2500,0,53101,0.952919907346378
"T","63102",1987,"FEATHER R HATCHERY",53238,0,431,0,53669,0.991969293260542
"T","501020805",1999,"FEATHER R HATCHERY",23042,0,303,0,23345,0.987020775326622
"T","601060202",1995,"FEATHER R HATCHERY",49881,0,1709,0,51590,0.96687342508238
"T","63145",1993,"FEATHER R HATCHERY",49976,0,1186,0,51162,0.976818732653141
"T","65860",1984,"FEATHER R HATCHERY",23307,0,2335,0,25642,0.908938460338507
"T","62544",1996,"FEATHER R HATCHERY",48562,0,3077,0,51639,0.940413253548674
"T","601140515",1995,"FEATHER R HATCHERY",50650,0,1024,0,51674,0.980183457831792
"T","62541",1996,"FEATHER R HATCHERY",52669,0,911,0,53580,0.982997387084733
