"record_code","tag_code_or_release_id","brood_year","hatchery_location_name","cwt_1st_mark_count","cwt_2nd_mark_count","non_cwt_1st_mark_count","non_cwt_2nd_mark_count","Total_Released","Phi"
"T","67019",2006,"FEATHER R HATCHERY",52403,973,161150,474,215000,0.24373488372093
"T","67020",2006,"FEATHER R HATCHERY",39322,772,121351,356,161801,0.243026928140123
"T","62429",2004,"FEATHER R HATCHERY",25757,0,261,0,26018,0.989968483357676
"T","62430",2004,"FEATHER R HATCHERY",25245,0,255,0,25500,0.99
"T","62433",2004,"FEATHER R HATCHERY",25929,0,262,0,26191,0.989996563705089
"T","62434",2004,"FEATHER R HATCHERY",25586,0,523,0,26109,0.979968593205408
"T","62435",2004,"FEATHER R HATCHERY",26799,0,547,0,27346,0.979997074526439
"T","601090104",2006,"FEATHER R HATCHERY",11053,0,112,0,11165,0.989968652037618
"T","601090105",2006,"FEATHER R HATCHERY",10256,0,156,0,10412,0.98501728774491
"T","601090106",2006,"FEATHER R HATCHERY",10570,0,161,0,10731,0.984996738421396
"T","601090107",2006,"FEATHER R HATCHERY",10946,0,167,0,11113,0.984972554665707
"T","601090108",2006,"FEATHER R HATCHERY",10412,0,52,0,10464,0.995030581039755
"T","601090109",2006,"FEATHER R HATCHERY",11246,0,57,0,11303,0.994957091037778
"T","601090200",2006,"FEATHER R HATCHERY",10247,0,156,0,10403,0.985004325675286
"T","601090201",2006,"FEATHER R HATCHERY",9499,0,145,0,9644,0.984964744919121
"T","601090202",2006,"FEATHER R HATCHERY",9649,0,48,0,9697,0.995050015468702
"T","601090203",2006,"FEATHER R HATCHERY",10746,0,54,0,10800,0.995
"T","601090204",2006,"FEATHER R HATCHERY",9657,0,49,0,9706,0.994951576344529
"T","601090205",2006,"FEATHER R HATCHERY",11160,0,113,0,11273,0.989976048966557
"T","601090206",2006,"FEATHER R HATCHERY",11635,0,118,0,11753,0.989960010210159
"T","601090207",2006,"FEATHER R HATCHERY",10822,0,109,0,10931,0.990028359710914
"T","601090209",2006,"FEATHER R HATCHERY",10780,0,109,0,10889,0.989989898062265
"T","62795",2004,"FEATHER R HATCHERY",58571,0,892,0,59463,0.984999075055076
"T","62797",2004,"FEATHER R HATCHERY",59888,0,605,0,60493,0.98999884284132
"T","62798",2004,"FEATHER R HATCHERY",52725,0,533,0,53258,0.989992113860828
"T","601010401",2004,"FEATHER R HATCHERY",25591,0,390,0,25981,0.984989030445325
"T","601010402",2004,"FEATHER R HATCHERY",25591,0,390,0,25981,0.984989030445325
"T","601090101",2006,"FEATHER R HATCHERY",9867,0,100,0,9967,0.98996689073944
"T","601090103",2006,"FEATHER R HATCHERY",10458,0,106,0,10564,0.989965921999243
"T","67000",2006,"FEATHER R HATCHERY",284688,3384,874275,3499,1165846,0.244190055976518
"N","!08FRFH06-03",2005,"FEATHER R HATCHERY",0,0,59000,0,59000,0
"N","!08FRFH06-05",2005,"FEATHER R HATCHERY",0,0,57000,0,57000,0
"N","!08FRFH03-05",2002,"FEATHER R HATCHERY",0,0,133400,0,133400,0
"N","!08FRFH04-08",2003,"FEATHER R HATCHERY",0,0,3232600,0,3232600,0
"N","!08FRFH05-03",2004,"FEATHER R HATCHERY",0,0,135700,0,135700,0
"N","!08FRFH05-08",2004,"FEATHER R HATCHERY",0,0,3316976,0,3316976,0
"N","!08FRFH03-03",2002,"FEATHER R HATCHERY",0,0,1320700,0,1320700,0
"N","!08FRFH04-09",2003,"FEATHER R HATCHERY",0,0,192000,0,192000,0
"T","608000001",2007,"FEATHER R HATCHERY",54844,0,1120,0,55964,0.97998713458652
"T","60358",2007,"FEATHER R HATCHERY",27043,0,136,0,27179,0.994996136723205
"N","!08FRFH06-04",2005,"FEATHER R HATCHERY",0,0,3871900,0,3871900,0
"T","608000000",2007,"FEATHER R HATCHERY",52855,0,266,0,53121,0.994992564146006
"T","608000002",2007,"FEATHER R HATCHERY",53524,0,1373,0,54897,0.974989525839299
"N","!08FRFH03-02",2002,"FEATHER R HATCHERY",0,0,1022900,0,1022900,0
"N","!08FRFH03-04",2002,"FEATHER R HATCHERY",0,0,1694800,0,1694800,0
"N","!08FRFH03-07",2002,"FEATHER R HATCHERY",0,0,814200,0,814200,0
"N","!08FRFH03-08",2002,"FEATHER R HATCHERY",0,0,14689,0,14689,0
"N","!08FRFH04-05",2003,"FEATHER R HATCHERY",0,0,20000,0,20000,0
"N","!08FRFH04-06",2003,"FEATHER R HATCHERY",0,0,1223600,0,1223600,0
"N","!08FRFH04-07",2003,"FEATHER R HATCHERY",0,0,2802388,0,2802388,0
"N","!08FRFH05-02",2004,"FEATHER R HATCHERY",0,0,313500,0,313500,0
"N","!08FRFH05-04",2004,"FEATHER R HATCHERY",0,0,147900,0,147900,0
"N","!08FRFH05-05",2004,"FEATHER R HATCHERY",0,0,768200,0,768200,0
"N","!08FRFH05-06",2004,"FEATHER R HATCHERY",0,0,105000,0,105000,0
"N","!08FRFH05-07",2004,"FEATHER R HATCHERY",0,0,2596200,0,2596200,0
"N","!08FRFH06-01",2005,"FEATHER R HATCHERY",0,0,1909000,0,1909000,0
"N","!08FRFH06-02",2005,"FEATHER R HATCHERY",0,0,2852414,0,2852414,0
"T","67016",2007,"FEATHER R HATCHERY",281543,0,848081,0,1129624,0.249236028979554
"T","67026",2007,"FEATHER R HATCHERY",10168,0,30557,0,40725,0.249674647022713
"T","68604",2007,"FEATHER R HATCHERY",399244,0,1198460,0,1597704,0.249886086534177
"T","68605",2007,"FEATHER R HATCHERY",392455,0,5335,1194021,1591811,0.246546229420453
"T","68608",2007,"FEATHER R HATCHERY",261950,0,788042,0,1049992,0.249478091261648
"T","68609",2007,"FEATHER R HATCHERY",261343,0,784308,0,1045651,0.249933295143408
"T","68610",2007,"FEATHER R HATCHERY",267487,0,803352,0,1070839,0.249791985536575
"T","68611",2007,"FEATHER R HATCHERY",260203,0,781466,0,1041669,0.249794320460722
"T","68612",2007,"FEATHER R HATCHERY",213003,0,502,641001,854506,0.249270338651806
"T","60361",2007,"FEATHER R HATCHERY",25206,0,127,0,25333,0.994986776141791
"T","608000003",2007,"FEATHER R HATCHERY",55537,0,280,0,55817,0.994983607144777
"N","!08FRFH03-01",2002,"FEATHER R HATCHERY",0,0,904000,0,904000,0
"N","!08FRFH03-06",2002,"FEATHER R HATCHERY",0,0,607200,0,607200,0
"T","68606",2008,"FEATHER R HATCHERY",393802,0,1417,1192256,1587475,0.248068158553678
"T","68621",2008,"FEATHER R HATCHERY",44507,0,460,135037,180004,0.247255616541855
"T","68631",2008,"FEATHER R HATCHERY",76849,170,1104,0,78123,0.983692382524993
"T","68634",2008,"FEATHER R HATCHERY",397825,0,4486,1210387,1612698,0.24668288793066
"T","68635",2008,"FEATHER R HATCHERY",397598,0,5282,1210589,1613469,0.246424319277284
"T","68636",2008,"FEATHER R HATCHERY",398538,0,4117,1210837,1613492,0.247003393881098
"T","68650",2008,"FEATHER R HATCHERY",144831,0,1496,439667,585994,0.247154407724311
"T","68652",2008,"FEATHER R HATCHERY",92950,0,100,280191,373241,0.249034805929681
"T","67030",2009,"FEATHER R HATCHERY",5772,33,14,17503,23322,0.247491638795987
"T","67031",2009,"FEATHER R HATCHERY",5771,33,14,17503,23321,0.247459371382016
"T","68624",2009,"FEATHER R HATCHERY",41238,212,211,212,41873,0.984835096601629
"T","68654",2009,"FEATHER R HATCHERY",108744,3809,254,340735,453542,0.239766107659269
"T","68660",2009,"FEATHER R HATCHERY",53306,302,129,161647,215384,0.247492849979571
"T","68667",2009,"FEATHER R HATCHERY",261595,0,787219,0,1048814,0.249419820864329
"T","68668",2009,"FEATHER R HATCHERY",258683,654,991,782932,1043260,0.247956405881564
"T","68669",2009,"FEATHER R HATCHERY",393251,495,495,1190612,1584853,0.248130899206425
"T","68670",2009,"FEATHER R HATCHERY",398016,494,494,1201929,1600933,0.248615026362752
"T","68671",2009,"FEATHER R HATCHERY",392330,0,987,1181282,1574599,0.249161850096437
"T","68672",2009,"FEATHER R HATCHERY",400675,0,981,1206374,1608030,0.249171346305728
"T","68675",2009,"FEATHER R HATCHERY",118879,2468,987,0,122334,0.971757647097291
"T","68695",2009,"FEATHER R HATCHERY",89066,505,216,270205,359992,0.247411053578968
"T","68674",2010,"FEATHER R HATCHERY",143768,0,683,436000,580451,0.247683266976885
"T","68692",2010,"FEATHER R HATCHERY",9072,0,43,27378,36493,0.248595621078015
"T","68702",2010,"FEATHER R HATCHERY",41584,0,368,0,41952,0.991228070175439
"T","68709",2010,"FEATHER R HATCHERY",166322,201,770,502614,669907,0.248276253270976
"T","68736",2010,"FEATHER R HATCHERY",15640,35,52,0,15727,0.994468112163795
"T","68746",2010,"FEATHER R HATCHERY",534012,1136,2328,1620224,2157700,0.247491310191408
"T","68749",2010,"FEATHER R HATCHERY",393254,0,3341,1193167,1589762,0.247366586948235
"T","68750",2010,"FEATHER R HATCHERY",397492,160,1884,1202572,1602108,0.248105620844537
"T","68751",2010,"FEATHER R HATCHERY",397697,0,2497,1208384,1608578,0.247235135629108
"T","68752",2010,"FEATHER R HATCHERY",403277,0,1666,1217458,1622401,0.24856801740137
"T","68753",2010,"FEATHER R HATCHERY",170345,380,570,0,171295,0.994454012084416
"T","68754",2010,"FEATHER R HATCHERY",109221,0,894,331207,441322,0.24748596263046
"T","60388",2011,"FEATHER R HATCHERY",457906,1713,1437759,0,1897378,0.241336201853294
"T","60384",2011,"FEATHER R HATCHERY",9933,22,12,0,9967,0.99658874285141
"T","60374",2011,"FEATHER R HATCHERY",168623,373,186,0,169182,0.996695865990472
"T","60395",2011,"FEATHER R HATCHERY",276116,0,830489,0,1106605,0.24951631340903
"T","69504",2011,"FEATHER R HATCHERY",98241,109,217,0,98567,0.996692605030081
"T","60447",2012,"FEATHER R HATCHERY",9918,0,66,44,10028,0.989030714000798
"T","60464",2012,"FEATHER R HATCHERY",526043,0,3093,1594684,2123820,0.24768718629639
"T","60465",2012,"FEATHER R HATCHERY",392724,0,1755,1183506,1577985,0.248876890464738
"T","60466",2012,"FEATHER R HATCHERY",270906,906,815234,0,1087046,0.249213004785446
"T","60467",2012,"FEATHER R HATCHERY",263432,313,625,794824,1059194,0.248709868069494
"T","60469",2012,"FEATHER R HATCHERY",236800,0,2676,1070,240546,0.984427095025484
"T","60470",2012,"FEATHER R HATCHERY",90677,0,909,202,91788,0.987896021266397
"T","60471",2012,"FEATHER R HATCHERY",96832,112,2233,223,99400,0.974164989939638
"T","60472",2012,"FEATHER R HATCHERY",97760,201,704,805,99470,0.982808887101639
"T","60468",2012,"FEATHER R HATCHERY",412360,915,2286,457,416018,0.991207111230764
"T","60473",2012,"FEATHER R HATCHERY",99192,224,783,335,100534,0.986651282153301
"T","62782",2002,"FEATHER R HATCHERY",24923,0,771,0,25694,0.969992994473418
"T","62783",2002,"FEATHER R HATCHERY",25317,0,783,0,26100,0.97
"T","62784",2002,"FEATHER R HATCHERY",25014,0,773,0,25787,0.970023655330205
"T","601080801",2002,"FEATHER R HATCHERY",25475,0,1483,0,26958,0.944988500630611
"T","601080802",2002,"FEATHER R HATCHERY",25292,0,385,0,25677,0.985006036530747
"T","601080803",2002,"FEATHER R HATCHERY",24992,0,381,0,25373,0.98498403815079
"T","601080804",2002,"FEATHER R HATCHERY",24505,0,1564,0,26069,0.940005370363267
"T","601080805",2002,"FEATHER R HATCHERY",24589,0,1509,0,26098,0.942179477354587
"T","601080806",2002,"FEATHER R HATCHERY",25266,0,781,0,26047,0.970015740776289
"T","601080807",2002,"FEATHER R HATCHERY",25209,0,780,0,25989,0.969987302320212
"T","601090000",2002,"FEATHER R HATCHERY",25815,0,130,0,25945,0.994989400655232
"T","601090001",2002,"FEATHER R HATCHERY",26026,0,131,0,26157,0.994991780402951
"T","601070706",2001,"FEATHER R HATCHERY",26463,0,1218,0,27681,0.95599869946895
"T","601070707",2001,"FEATHER R HATCHERY",22337,0,1028,0,23365,0.956002567943505
"T","62697",2001,"FEATHER R HATCHERY",45972,0,1179,0,47151,0.974995228096965
"T","62698",2001,"FEATHER R HATCHERY",43676,0,2154,0,45830,0.953000218197687
"T","62726",2001,"FEATHER R HATCHERY",23630,0,606,0,24236,0.974995873906585
"T","62727",2001,"FEATHER R HATCHERY",22705,0,346,0,23051,0.984989805214524
"T","62728",2001,"FEATHER R HATCHERY",22714,0,346,0,23060,0.984995663486557
"T","62729",2001,"FEATHER R HATCHERY",22695,0,346,0,23041,0.984983290655787
"T","62730",2001,"FEATHER R HATCHERY",44565,0,224,0,44789,0.994998772019916
"T","62305",2005,"FEATHER R HATCHERY",24701,0,377,0,25078,0.984966903261823
"T","62306",2005,"FEATHER R HATCHERY",25700,0,0,0,25700,1
"T","62307",2005,"FEATHER R HATCHERY",26200,0,0,0,26200,1
"T","62308",2005,"FEATHER R HATCHERY",25733,0,130,0,25863,0.994973514286819
"T","62314",2005,"FEATHER R HATCHERY",14112,0,288,0,14400,0.98
"T","62315",2005,"FEATHER R HATCHERY",12544,0,256,0,12800,0.98
"T","62710",2000,"FEATHER R HATCHERY",20258,0,102,0,20360,0.994990176817289
"T","62711",2000,"FEATHER R HATCHERY",20398,0,102,0,20500,0.995024390243902
"T","62712",2000,"FEATHER R HATCHERY",19810,0,100,0,19910,0.994977398292315
"T","62713",2000,"FEATHER R HATCHERY",20129,0,101,0,20230,0.995007414730598
"T","53830",1999,"FEATHER R HATCHERY",23352,0,772,0,24124,0.967998673520146
"T","62651",1999,"FEATHER R HATCHERY",15770,0,289,0,16059,0.982003860763435
"T","62652",1999,"FEATHER R HATCHERY",15541,0,285,0,15826,0.981991659294831
"T","601061005",1999,"FEATHER R HATCHERY",24857,0,1036,0,25893,0.959989186266558
"T","501020810",1999,"FEATHER R HATCHERY",26033,0,131,0,26164,0.994993120317994
"T","62650",1999,"FEATHER R HATCHERY",17064,0,313,0,17377,0.981987684870806
"T","62655",1999,"FEATHER R HATCHERY",25005,0,253,0,25258,0.989983371605036
"T","501020807",1999,"FEATHER R HATCHERY",21419,0,282,0,21701,0.987005207133312
"T","501040407",2003,"FEATHER R HATCHERY",24835,0,1585,0,26420,0.94000757002271
"T","501040406",2003,"FEATHER R HATCHERY",25101,0,1602,0,26703,0.940006740815639
"T","501040404",2003,"FEATHER R HATCHERY",24556,0,1567,0,26123,0.940014546568158
"T","51998",2003,"FEATHER R HATCHERY",23828,0,2072,0,25900,0.92
"T","51999",2003,"FEATHER R HATCHERY",24304,0,2113,0,26417,0.920013627588295
"T","52064",2003,"FEATHER R HATCHERY",25749,0,1355,0,27104,0.950007378984652
"T","52066",2003,"FEATHER R HATCHERY",26291,0,537,0,26828,0.979983599224691
"T","601010909",2005,"FEATHER R HATCHERY",27466,0,277,0,27743,0.990015499405255
"T","601010907",2005,"FEATHER R HATCHERY",27425,0,277,0,27702,0.990000721969533
"T","601010905",2005,"FEATHER R HATCHERY",24206,0,244,0,24450,0.990020449897751
"T","601010906",2005,"FEATHER R HATCHERY",26933,0,272,0,27205,0.990001837897445
"T","601010908",2005,"FEATHER R HATCHERY",27616,0,279,0,27895,0.98999820756408
"T","52068",2003,"FEATHER R HATCHERY",25558,0,790,0,26348,0.970016699559739
"T","52069",2003,"FEATHER R HATCHERY",25666,0,794,0,26460,0.969992441421013
"T","501040405",2003,"FEATHER R HATCHERY",24687,0,1567,0,26254,0.940313856936086
"T","52065",2003,"FEATHER R HATCHERY",23819,0,1254,0,25073,0.949986040760978
"T","601010309",2004,"FEATHER R HATCHERY",24990,0,773,0,25763,0.969995730310911
"T","601010400",2004,"FEATHER R HATCHERY",25340,0,784,0,26124,0.969989281886388
"T","62431",2004,"FEATHER R HATCHERY",25443,0,258,0,25701,0.989961480098051
"T","601080902",2006,"FEATHER R HATCHERY",26511,0,268,0,26779,0.989992158034281
"T","601080903",2006,"FEATHER R HATCHERY",27878,0,282,0,28160,0.989985795454545
"T","601080904",2006,"FEATHER R HATCHERY",26013,0,23,0,26036,0.999116607773852
"T","601080908",2006,"FEATHER R HATCHERY",25644,0,129,0,25773,0.994994761960191
"T","601080909",2006,"FEATHER R HATCHERY",25881,0,130,0,26011,0.995002114490023
"T","62316",2006,"FEATHER R HATCHERY",23532,0,853,0,24385,0.965019479188025
"T","62317",2006,"FEATHER R HATCHERY",25283,0,917,0,26200,0.965
"T","62318",2006,"FEATHER R HATCHERY",24236,0,1142,0,25378,0.955000394042084
"T","62319",2006,"FEATHER R HATCHERY",23591,0,1112,0,24703,0.954985224466664
"T","62320",2006,"FEATHER R HATCHERY",23494,0,479,0,23973,0.980019188253452
"T","62321",2006,"FEATHER R HATCHERY",24002,0,490,0,24492,0.979993467254614
"T","62322",2006,"FEATHER R HATCHERY",12331,0,316,0,12647,0.975013837273662
"T","62323",2006,"FEATHER R HATCHERY",12546,0,322,0,12868,0.974976686353746
"T","62325",2006,"FEATHER R HATCHERY",12996,0,0,0,12996,1
"T","62326",2006,"FEATHER R HATCHERY",12834,0,130,0,12964,0.989972230792965
"T","62327",2006,"FEATHER R HATCHERY",12987,0,131,0,13118,0.990013721603903
"T","601010403",2004,"FEATHER R HATCHERY",24726,0,1302,0,26028,0.949976947902259
"T","601010404",2004,"FEATHER R HATCHERY",24665,0,1299,0,25964,0.949969188106609
"T","601010405",2004,"FEATHER R HATCHERY",25511,0,389,0,25900,0.984980694980695
"T","60364",2007,"FEATHER R HATCHERY",25405,0,128,0,25533,0.994986879724278
"T","608020101",2007,"FEATHER R HATCHERY",27743,0,84,0,27827,0.996981349049484
"T","608020104",2007,"FEATHER R HATCHERY",27687,0,28,0,27715,0.998989716759877
"T","60359",2007,"FEATHER R HATCHERY",24499,0,0,0,24499,1
"T","60360",2007,"FEATHER R HATCHERY",25942,0,0,0,25942,1
"T","60362",2007,"FEATHER R HATCHERY",25532,0,129,0,25661,0.994972916098359
"T","60363",2007,"FEATHER R HATCHERY",24990,0,126,0,25116,0.994983277591973
"T","60365",2007,"FEATHER R HATCHERY",29145,0,147,0,29292,0.994981564932405
"T","60366",2007,"FEATHER R HATCHERY",28518,0,144,0,28662,0.994975926313586
"T","60368",2007,"FEATHER R HATCHERY",25494,0,129,0,25623,0.994965460718885
"T","608020007",2007,"FEATHER R HATCHERY",27315,0,137,0,27452,0.995009471076789
"T","608020008",2007,"FEATHER R HATCHERY",26656,0,134,0,26790,0.994998133631952
"T","608020009",2007,"FEATHER R HATCHERY",26581,0,134,0,26715,0.994984091334456
"T","608020100",2007,"FEATHER R HATCHERY",26196,0,132,0,26328,0.994986326344576
"T","608020103",2007,"FEATHER R HATCHERY",27002,0,28,0,27030,0.998964113947466
"T","60367",2007,"FEATHER R HATCHERY",25823,0,130,0,25953,0.994990945170115
"T","608020102",2007,"FEATHER R HATCHERY",27260,0,83,0,27343,0.996964488168818
"T","55449",2011,"FEATHER R HATCHERY",1231,0,0,0,1231,1
"T","60680",2021,"FEATHER R HATCHERY",88526,0,266425,0,354951,0.249403438784508
"T","62886",2021,"FEATHER R HATCHERY",83269,0,247336,0,330605,0.251868544032909
"T","62887",2021,"FEATHER R HATCHERY",82094,0,247058,0,329152,0.249410606649815
"T","62890",2021,"FEATHER R HATCHERY",82937,629,209,252304,336079,0.246778287247939
"T","62891",2021,"FEATHER R HATCHERY",83880,210,252895,0,336985,0.248913156371945
"T","62892",2021,"FEATHER R HATCHERY",82684,0,207,250247,333138,0.248197443702009
"T","62893",2021,"FEATHER R HATCHERY",82954,209,209,251930,335302,0.247400850576495
"T","62894",2021,"FEATHER R HATCHERY",84210,0,253333,0,337543,0.249479325597035
"T","61957",2021,"FEATHER R HATCHERY",253495,567,425,760427,1014914,0.249769931245406
"T","62895",2021,"FEATHER R HATCHERY",83532,0,251453,0,334985,0.249360419123244
"T","61532",2021,"FEATHER R HATCHERY",86773,0,260685,0,347458,0.249736658819195
"T","62888",2021,"FEATHER R HATCHERY",84970,213,256036,0,341219,0.249018958498794
"T","62889",2021,"FEATHER R HATCHERY",83701,211,254864,0,338776,0.24706885965948
"T","62896",2021,"FEATHER R HATCHERY",83047,0,253144,0,336191,0.247023269510487
"T","61948",2021,"FEATHER R HATCHERY",93608,0,282085,0,375693,0.249160884019665
"T","61951",2021,"FEATHER R HATCHERY",98533,0,296700,0,395233,0.249303575359345
"T","61954",2021,"FEATHER R HATCHERY",251334,1114,836,754745,1008029,0.249332112468987
"T","61958",2021,"FEATHER R HATCHERY",248617,0,748624,0,997241,0.249304832031575
"T","62384",2021,"FEATHER R HATCHERY",199938,0,0,0,199938,1
"T","62897",2021,"FEATHER R HATCHERY",83790,0,252020,0,335810,0.249516095411096
"T","61530",2019,"FEATHER R HATCHERY",67460,0,606,204604,272670,0.247405288443907
"T","61588",2019,"FEATHER R HATCHERY",82758,345,689,253133,336925,0.24562736514061
"T","61589",2019,"FEATHER R HATCHERY",83142,93,372,252103,335710,0.247660182895952
"T","61590",2019,"FEATHER R HATCHERY",87792,98,264458,0,352348,0.249162759544541
"T","61591",2019,"FEATHER R HATCHERY",84318,0,283,254871,339472,0.248379836923222
"T","61596",2019,"FEATHER R HATCHERY",84548,0,569,256256,341373,0.247670436736356
"T","61592",2019,"FEATHER R HATCHERY",84409,94,94,254311,338908,0.249061692258666
"T","61593",2019,"FEATHER R HATCHERY",87656,0,788,266590,355034,0.246894663609682
"T","61594",2019,"FEATHER R HATCHERY",83673,0,846,254467,338986,0.246833202551138
"T","62048",2019,"FEATHER R HATCHERY",248810,0,1112,750878,1000800,0.248611111111111
"T","62049",2019,"FEATHER R HATCHERY",245996,553,1105,748548,996202,0.246933854780456
"T","62050",2019,"FEATHER R HATCHERY",260298,0,2045,791507,1053850,0.246997200740143
"T","61595",2019,"FEATHER R HATCHERY",83024,281,374,253735,337414,0.246059736703278
"T","608000904",2015,"FEATHER R HATCHERY",6163,0,0,0,6163,1
"T","60007",2022,"FEATHER R HATCHERY",83488,0,2582,258330,344400,0.242415795586527
"T","60008",2022,"FEATHER R HATCHERY",82863,0,753,252117,335733,0.246812198979546
"T","60009",2022,"FEATHER R HATCHERY",83432,0,1013,254254,338699,0.246330812904673
"T","60010",2022,"FEATHER R HATCHERY",84334,0,595,255016,339945,0.248081307270294
"T","60017",2022,"FEATHER R HATCHERY",81026,0,489,244704,326219,0.248379156333629
"T","60019",2022,"FEATHER R HATCHERY",251093,0,1008,756983,1009084,0.248832604619635
"T","60020",2022,"FEATHER R HATCHERY",249311,0,1253,752699,1003263,0.24850014403003
"T","60021",2022,"FEATHER R HATCHERY",249039,0,1503,753639,1004181,0.248002103206494
"T","60022",2022,"FEATHER R HATCHERY",200828,0,604,0,201432,0.997001469478534
"T","60660",2022,"FEATHER R HATCHERY",126502,0,432,381177,508111,0.248965285144388
"T","60973",2022,"FEATHER R HATCHERY",248521,0,748,748163,997432,0.249160845050089
"T","61550",2022,"FEATHER R HATCHERY",95585,0,286687,0,382272,0.25004447095262
"T","62070",2022,"FEATHER R HATCHERY",95132,0,285545,0,380677,0.249902148015247
"T","60013",2022,"FEATHER R HATCHERY",82672,0,1454,252957,337083,0.24525710285004
"T","60014",2022,"FEATHER R HATCHERY",82379,0,1510,251985,335874,0.245267570577062
"T","60015",2022,"FEATHER R HATCHERY",83438,0,1125,253914,338477,0.246510102606676
"T","60016",2022,"FEATHER R HATCHERY",83993,0,763,254532,339288,0.247556648039424
"T","60018",2022,"FEATHER R HATCHERY",83439,0,250488,0,333927,0.249871978007169
"T","60011",2022,"FEATHER R HATCHERY",84085,0,109,252788,336982,0.249523713432765
"T","62883",2022,"FEATHER R HATCHERY",123756,0,2268,378314,504338,0.24538305660093
"T","60012",2022,"FEATHER R HATCHERY",81115,0,1825,249096,332036,0.244295799250684
